Subject,Block_number,Trial_number,Abs_ref_stim,Resp_Correct,RT,out,angle,same
138,5,73,2,t,668,nil,0,t
138,5,74,14,t,3708,t,100,nil
138,5,75,14,t,1532,nil,100,t
138,5,76,9,t,1167,nil,0,nil
138,5,77,5,t,1056,nil,0,t
138,5,78,12,t,560,nil,0,t
138,5,79,3,t,3125,nil,100,nil
138,5,80,12,t,1344,nil,100,t
138,5,81,11,t,793,nil,100,t
138,5,82,14,t,1122,nil,150,t
138,5,83,10,nil,836,t,0,t
138,5,84,3,t,911,nil,50,t
138,5,85,10,t,1714,nil,0,nil
138,5,86,16,t,922,t,0,nil
138,5,87,16,t,1421,nil,50,nil
138,5,88,1,nil,3128,t,150,nil
138,5,89,15,nil,7532,t,0,nil
138,5,90,12,nil,873,t,0,nil
138,5,91,5,nil,1649,t,100,nil
138,5,92,12,t,2386,nil,150,nil
138,5,93,1,t,1792,nil,50,t
138,5,94,8,t,1841,nil,50,nil
138,5,95,4,t,983,nil,50,t
138,5,96,2,t,1040,nil,0,nil
138,5,97,5,t,1771,nil,100,t
138,5,98,11,t,2507,nil,0,nil
138,5,99,16,t,976,nil,0,t
138,5,100,10,t,4731,nil,150,t
138,5,101,4,t,3233,nil,100,t
138,5,102,11,t,2649,nil,150,t
138,5,103,12,t,1361,nil,100,nil
138,5,104,9,t,2285,nil,100,t
138,5,105,6,t,1286,nil,100,t
138,5,106,8,t,737,nil,100,t
138,5,107,9,nil,839,t,50,nil
138,5,108,14,t,7129,t,150,nil
138,5,109,4,t,735,nil,0,nil
138,5,110,15,nil,1302,t,150,t
138,5,111,2,t,4201,nil,150,t
138,5,112,13,t,1001,nil,0,nil
138,5,113,13,t,1362,nil,150,nil
138,5,114,7,t,847,nil,0,nil
138,5,115,7,t,4230,nil,150,nil
138,5,116,8,t,780,nil,0,nil
138,5,117,16,t,2386,nil,100,nil
138,5,118,3,t,1974,nil,50,nil
138,5,119,10,t,2414,nil,50,nil
138,5,120,6,t,667,nil,0,nil
138,5,121,7,t,1214,nil,150,t
138,5,122,7,t,1196,nil,50,t
138,5,123,16,t,1400,nil,150,t
138,5,124,14,nil,644,t,0,nil
138,5,125,8,t,2436,nil,100,nil
138,5,126,6,t,607,nil,0,t
138,5,127,1,t,1487,nil,100,t
138,5,128,14,t,505,t,0,t
138,6,1,4,t,1490,nil,150,nil
138,6,2,10,nil,3213,t,150,nil
138,6,3,12,nil,1003,t,0,t
138,6,4,9,t,2193,nil,150,t
138,6,5,6,t,929,nil,50,t
138,6,6,12,t,2485,nil,50,nil
138,6,7,13,t,1703,nil,100,nil
138,6,8,7,t,921,nil,0,nil
138,6,9,14,t,964,nil,0,nil
138,6,10,15,t,1885,nil,150,nil
138,6,11,7,t,1259,nil,50,t
138,6,12,12,t,2638,nil,100,t
138,6,13,8,nil,839,t,100,nil
138,6,14,8,nil,1418,t,150,t
138,6,15,8,t,740,nil,50,t
138,6,16,5,t,990,nil,0,t
138,6,17,12,t,926,nil,0,nil
138,6,18,4,t,1153,nil,100,t
138,6,19,5,t,2428,t,100,t
138,6,20,1,t,1156,nil,100,nil
138,6,21,11,t,1027,nil,0,t
138,6,22,7,t,1397,nil,100,nil
138,6,23,1,nil,1180,t,150,t
138,6,24,1,t,3412,nil,50,t
138,6,25,8,nil,1125,t,100,t
138,6,26,7,t,2029,nil,100,t
138,6,27,4,t,1206,nil,0,t
138,6,28,11,t,4510,nil,50,nil
138,6,29,12,t,1724,nil,50,t
138,6,30,10,t,922,nil,0,nil
138,6,31,8,t,1764,nil,150,nil
138,6,32,5,t,1379,nil,50,nil
138,6,33,3,t,881,nil,0,nil
138,6,34,6,t,1553,nil,100,t
138,6,35,1,t,2130,nil,100,t
138,6,36,13,t,1709,nil,150,nil
138,6,37,9,t,1259,nil,0,t
138,6,38,15,t,1785,nil,0,t
138,6,39,3,t,642,nil,0,t
138,6,40,6,nil,866,t,50,nil
138,6,41,9,t,912,nil,100,t
138,6,42,13,t,521,nil,0,t
138,6,43,9,t,636,nil,50,t
138,6,44,6,t,1392,nil,150,nil
138,6,45,13,nil,1684,t,150,t
138,6,46,16,t,984,nil,0,t
138,6,47,6,t,638,nil,0,t
138,6,48,9,t,952,nil,150,nil
138,6,49,6,t,1146,nil,100,nil
138,6,50,11,t,2237,nil,150,t
138,6,51,14,t,4169,nil,100,nil
138,6,52,13,t,777,nil,50,t
138,6,53,11,nil,900,t,150,nil
138,6,54,16,t,3441,nil,100,t
138,6,55,2,t,720,nil,0,t
138,6,56,11,t,831,nil,0,nil
138,6,57,7,t,2221,nil,0,t
138,6,58,12,t,1021,nil,100,nil
138,6,59,8,t,822,nil,0,nil
138,6,60,4,t,1121,nil,50,t
138,6,61,14,t,1260,nil,100,t
138,6,62,16,t,9846,t,150,nil
138,6,63,1,nil,805,t,0,nil
138,6,64,2,t,828,nil,0,nil
138,6,65,14,t,2533,nil,50,nil
138,6,66,10,t,1382,nil,50,nil
138,6,67,7,t,3116,nil,150,nil
138,6,68,2,nil,1955,t,150,t
138,6,69,15,t,2937,nil,50,nil
138,6,70,13,t,679,nil,0,nil
138,6,71,15,t,1216,nil,100,t
138,6,72,15,nil,1885,t,150,t
138,6,73,2,t,843,nil,50,nil
138,6,74,10,nil,1006,t,150,t
138,6,75,2,t,1019,nil,100,t
138,6,76,5,t,1182,nil,100,nil
138,6,77,3,t,1947,nil,50,t
138,6,78,3,t,877,nil,100,t
138,6,79,2,t,1236,nil,100,nil
138,6,80,15,t,918,nil,0,nil
138,6,81,10,nil,1432,t,100,t
138,6,82,5,nil,807,t,150,t
138,6,83,1,t,1197,nil,0,t
138,6,84,8,t,875,nil,50,nil
138,6,85,11,t,2066,nil,100,t
138,6,86,6,nil,1003,t,150,t
138,6,87,16,t,1075,nil,50,t
138,6,88,16,t,3037,nil,100,nil
138,6,89,10,t,1223,nil,100,nil
138,6,90,11,t,995,nil,50,t
138,6,91,9,t,2837,nil,100,nil
138,6,92,6,t,942,nil,0,nil
138,6,93,7,t,978,nil,50,nil
138,6,94,8,t,1021,nil,0,t
138,6,95,13,t,1668,nil,100,t
138,6,96,15,t,1908,nil,100,nil
138,6,97,16,t,1400,nil,50,nil
138,6,98,16,t,846,nil,150,t
138,6,99,1,t,1039,t,50,nil
138,6,100,11,nil,3624,t,100,nil
138,6,101,14,t,2297,t,50,t
138,6,102,5,t,610,t,150,nil
138,6,103,10,t,1592,t,0,t
138,6,104,4,t,654,t,150,t
138,6,105,15,t,1886,t,50,t
138,6,106,10,t,618,t,50,t
138,6,107,3,t,1058,t,100,nil
138,6,108,12,nil,1739,t,150,t
138,6,109,3,nil,2126,t,150,t
138,6,110,16,t,3471,t,0,nil
138,6,111,12,nil,1094,t,150,nil
138,6,112,2,t,994,t,50,t
138,6,113,9,t,1005,t,0,nil
138,6,114,7,nil,1129,t,150,t
138,6,115,14,t,3690,t,150,t
138,6,116,5,t,960,t,50,t
138,6,117,5,t,880,t,0,nil
138,6,118,1,t,1005,t,150,nil
138,6,119,4,t,701,t,0,nil
138,6,120,3,nil,7910,t,50,nil
138,6,121,2,t,4443,t,150,nil
138,6,122,9,t,929,t,50,nil
138,6,123,4,nil,1138,t,100,nil
138,6,124,3,t,3155,t,150,nil
138,6,125,4,t,790,t,50,nil
138,6,126,13,nil,908,t,50,nil
138,6,127,14,t,615,t,0,t
138,6,128,14,t,2311,t,150,nil
139,1,1,11,t,2484,t,150,nil
139,1,2,11,t,1610,t,0,nil
139,1,3,8,t,2316,t,100,t
139,1,4,4,t,2233,t,100,nil
139,1,5,9,t,1011,t,0,t
139,1,6,2,t,962,t,50,t
139,1,7,5,t,3136,t,150,t
139,1,8,16,t,1012,t,50,t
139,1,9,4,t,3199,t,150,nil
139,1,10,12,t,3079,t,50,nil
139,1,11,2,t,1264,nil,100,t
139,1,12,1,t,1041,nil,50,t
139,1,13,9,t,1067,nil,50,nil
139,1,14,14,t,4035,nil,150,nil
139,1,15,7,t,2727,nil,100,nil
139,1,16,16,t,2023,nil,150,nil
139,1,17,7,t,2877,nil,150,nil
139,1,18,15,nil,5081,t,0,nil
139,1,19,11,t,1586,nil,50,t
139,1,20,6,t,1994,nil,50,nil
139,1,21,16,t,2579,nil,150,t
139,1,22,6,t,1952,nil,150,t
139,1,23,7,t,1019,nil,50,t
139,1,24,14,t,1934,nil,100,t
139,1,25,8,t,2195,nil,100,nil
139,1,26,16,t,1090,nil,0,t
139,1,27,9,t,2361,nil,150,t
139,1,28,15,t,2272,nil,100,nil
139,1,29,4,t,1585,nil,100,t
139,1,30,7,t,1438,nil,150,t
139,1,31,7,t,1693,nil,0,nil
139,1,32,13,t,2684,nil,50,nil
139,1,33,13,t,1508,nil,0,t
139,1,34,11,t,2040,nil,100,t
139,1,35,11,t,2330,nil,100,nil
139,1,36,1,t,1552,nil,50,nil
139,1,37,2,t,955,nil,0,nil
139,1,38,1,t,1994,nil,100,nil
139,1,39,10,nil,2414,t,0,nil
139,1,40,3,t,5339,nil,150,t
139,1,41,2,t,2047,nil,50,nil
139,1,42,4,t,1314,nil,50,nil
139,1,43,13,t,961,nil,0,nil
139,1,44,13,t,1151,nil,50,t
139,1,45,9,t,1091,nil,50,t
139,1,46,3,t,802,nil,0,t
139,1,47,7,t,659,nil,0,t
139,1,48,10,t,661,nil,50,t
139,1,49,11,t,1994,nil,50,nil
139,1,50,8,t,2999,nil,150,t
139,1,51,1,t,2919,nil,150,nil
139,1,52,14,t,1706,nil,50,nil
139,1,53,2,t,2165,nil,150,nil
139,1,54,12,t,3268,nil,150,nil
139,1,55,14,t,967,nil,0,nil
139,1,56,15,t,1694,nil,150,t
139,1,57,15,t,1812,nil,50,t
139,1,58,7,t,2811,nil,50,nil
139,1,59,12,t,1810,nil,100,t
139,1,60,8,t,843,nil,0,nil
139,1,61,2,t,991,nil,0,t
139,1,62,6,t,791,nil,0,t
139,1,63,10,t,1777,nil,100,nil
139,1,64,15,t,3098,nil,50,nil
139,1,65,6,t,1712,nil,100,nil
139,1,66,14,t,1939,nil,100,nil
139,1,67,12,t,12190,t,150,t
139,1,68,14,t,841,nil,0,t
139,1,69,5,t,1926,nil,50,t
139,1,70,14,t,1082,nil,50,t
139,1,71,9,t,1707,nil,100,nil
139,1,72,10,t,2121,nil,150,t
139,1,73,12,t,1065,nil,0,nil
139,1,74,1,t,2088,nil,0,nil
139,1,75,13,t,3343,nil,100,t
139,1,76,3,t,3022,nil,100,t
139,1,77,12,t,736,nil,50,t
139,1,78,10,t,1266,nil,100,t
139,1,79,1,t,1544,nil,100,t
139,1,80,16,t,1950,nil,0,nil
139,1,81,5,t,1844,nil,50,nil
139,1,82,16,t,2121,nil,100,nil
139,1,83,2,t,2193,nil,150,t
139,1,84,3,t,789,nil,50,t
139,1,85,12,t,1203,nil,100,nil
139,1,86,6,t,1019,nil,100,t
139,1,87,8,t,866,nil,50,t
139,1,88,15,t,2354,nil,150,nil
139,1,89,5,t,1899,nil,150,nil
139,1,90,5,t,2137,nil,100,nil
139,1,91,15,t,848,nil,0,t
139,1,92,9,t,1577,nil,150,nil
139,1,93,4,t,2047,nil,50,t
139,1,94,13,t,2248,nil,150,t
139,1,95,1,t,1868,nil,150,t
139,1,96,15,t,2525,nil,100,t
139,1,97,5,t,791,nil,0,nil
139,1,98,8,t,751,nil,0,t
139,1,99,8,t,1657,nil,50,nil
139,1,100,4,t,2806,nil,150,t
139,1,101,9,t,1112,nil,0,nil
139,1,102,8,t,2901,nil,150,nil
139,1,103,5,t,723,nil,0,t
139,1,104,6,t,3110,nil,150,nil
139,1,105,5,t,1423,nil,100,t
139,1,106,16,t,1963,nil,100,t
139,1,107,2,t,1424,nil,100,nil
139,1,108,4,t,787,nil,0,t
139,1,109,6,t,968,nil,0,nil
139,1,110,7,t,1692,nil,100,t
139,1,111,3,t,3889,nil,150,nil
139,1,112,10,t,2325,nil,150,nil
139,1,113,10,t,1663,nil,50,nil
139,1,114,14,t,1244,nil,150,t
139,1,115,12,t,717,nil,0,t
139,1,116,10,t,602,nil,0,t
139,1,117,16,t,4244,nil,50,nil
139,1,118,11,t,720,nil,0,t
139,1,119,11,t,6913,t,150,t
139,1,120,4,t,753,nil,0,nil
139,1,121,6,t,2697,nil,50,t
139,1,122,3,t,807,nil,0,nil
139,1,123,13,t,1873,nil,150,nil
139,1,124,13,t,1488,nil,100,nil
139,1,125,1,t,707,nil,0,t
139,1,126,3,t,1228,nil,100,nil
139,1,127,3,t,3656,nil,50,nil
139,1,128,9,t,2986,t,100,t
139,2,1,1,t,1595,nil,0,nil
139,2,2,7,t,2115,nil,100,nil
139,2,3,2,t,948,nil,0,t
139,2,4,7,t,1521,nil,50,t
139,2,5,2,t,1305,nil,150,t
139,2,6,4,t,1155,nil,50,t
139,2,7,11,t,1672,nil,150,t
139,2,8,15,t,1529,nil,100,t
139,2,9,1,t,801,nil,0,t
139,2,10,13,t,1202,nil,0,nil
139,2,11,14,t,1370,nil,100,t
139,2,12,3,t,1252,nil,100,t
139,2,13,5,t,1245,nil,100,t
139,2,14,9,t,3623,nil,150,nil
139,2,15,2,t,2110,nil,100,nil
139,2,16,11,t,1672,nil,0,nil
139,2,17,8,t,1779,nil,50,nil
139,2,18,15,t,1538,nil,50,nil
139,2,19,6,t,1217,nil,150,t
139,2,20,10,t,1656,nil,100,t
139,2,21,3,t,595,nil,50,t
139,2,22,11,t,1332,nil,100,nil
139,2,23,2,t,1062,nil,100,t
139,2,24,6,t,1109,nil,50,t
139,2,25,14,t,1076,nil,100,nil
139,2,26,6,t,1288,nil,100,t
139,2,27,9,t,1796,nil,0,nil
139,2,28,5,t,1489,nil,150,nil
139,2,29,10,t,1478,nil,50,t
139,2,30,2,t,981,nil,50,nil
139,2,31,7,t,1465,nil,0,nil
139,2,32,11,t,1054,nil,50,t
139,2,33,6,t,1095,nil,100,nil
139,2,34,4,t,2326,nil,150,t
139,2,35,4,t,1012,nil,100,t
139,2,36,3,t,1674,nil,150,t
139,2,37,7,nil,1475,t,150,nil
139,2,38,16,t,1863,nil,150,nil
139,2,39,9,t,1737,nil,50,nil
139,2,40,8,t,2317,nil,100,nil
139,2,41,12,t,889,nil,0,t
139,2,42,10,t,1115,nil,150,t
139,2,43,9,t,946,nil,0,t
139,2,44,5,t,1842,nil,100,nil
139,2,45,8,t,768,nil,0,t
139,2,46,10,t,908,nil,100,nil
139,2,47,6,t,971,nil,50,nil
139,2,48,15,t,1465,nil,150,t
139,2,49,10,t,824,nil,50,nil
139,2,50,1,t,2221,nil,150,t
139,2,51,7,t,762,nil,50,nil
139,2,52,8,t,2065,nil,150,t
139,2,53,5,t,1208,nil,50,nil
139,2,54,4,t,2075,nil,100,nil
139,2,55,15,t,1611,nil,50,t
139,2,56,12,t,630,nil,50,t
139,2,57,9,t,1027,nil,100,nil
139,2,58,12,nil,1374,t,100,nil
139,2,59,1,t,2081,nil,50,nil
139,2,60,1,t,2664,nil,150,nil
139,2,61,13,t,1193,nil,50,t
139,2,62,4,t,1380,nil,150,nil
139,2,63,12,t,1537,nil,150,t
139,2,64,4,t,1144,nil,0,nil
139,2,65,7,t,1892,nil,150,t
139,2,66,4,t,1350,nil,50,nil
139,2,67,5,t,4947,nil,150,t
139,2,68,2,t,1432,nil,50,t
139,2,69,8,t,832,nil,50,t
139,2,70,11,t,1058,nil,100,t
139,2,71,6,t,607,nil,0,t
139,2,72,14,t,879,nil,150,t
139,2,73,13,t,973,nil,50,nil
139,2,74,4,t,651,nil,0,t
139,2,75,3,t,2859,nil,150,nil
139,2,76,16,t,1394,nil,150,t
139,2,77,10,t,2354,nil,150,nil
139,2,78,16,t,837,nil,0,nil
139,2,79,3,t,1173,nil,50,nil
139,2,80,6,t,2182,nil,150,nil
139,2,81,1,t,1754,nil,100,t
139,2,82,8,t,1808,nil,100,t
139,2,83,15,t,698,nil,0,nil
139,2,84,11,nil,665,t,0,t
139,2,85,2,t,1335,nil,150,nil
139,2,86,15,t,879,nil,0,t
139,2,87,5,t,972,nil,0,nil
139,2,88,14,t,1168,nil,0,nil
139,2,89,16,t,1279,nil,100,t
139,2,90,13,t,1402,nil,100,t
139,2,91,1,t,863,nil,100,nil
139,2,92,2,t,685,nil,0,nil
139,2,93,10,t,1251,nil,0,nil
139,2,94,9,t,814,nil,50,t
139,2,95,12,t,1898,nil,150,nil
139,2,96,11,t,4264,nil,50,nil
139,2,97,14,t,854,nil,50,t
139,2,98,6,t,1096,nil,0,nil
139,2,99,3,nil,1301,t,100,nil
139,2,100,15,t,2237,nil,100,nil
139,2,101,14,t,1457,nil,0,t
139,2,102,15,t,1976,nil,150,nil
139,2,103,16,t,2783,nil,50,t
139,2,104,1,t,1456,nil,50,t
139,2,105,7,t,649,nil,0,t
139,2,106,9,t,4684,nil,150,t
139,2,107,5,t,625,nil,0,t
139,2,108,13,t,541,nil,0,t
139,2,109,16,t,1929,nil,100,nil
139,2,110,13,t,4408,nil,100,nil
139,2,111,5,nil,1159,t,50,t
139,2,112,13,t,3178,nil,150,t
139,2,113,9,t,2913,nil,100,t
139,2,114,8,t,2630,nil,150,nil
139,2,115,14,t,1317,nil,150,nil
139,2,116,12,t,984,nil,100,t
139,2,117,14,t,863,nil,50,nil
139,2,118,16,t,3722,nil,0,t
139,2,119,12,t,897,nil,0,nil
139,2,120,16,t,2374,nil,50,nil
139,2,121,13,t,3603,nil,150,nil
139,2,122,10,t,874,nil,0,t
139,2,123,12,t,939,nil,50,nil
139,2,124,7,t,5770,t,100,t
139,2,125,8,nil,630,t,0,nil
139,2,126,11,t,1466,nil,150,nil
139,2,127,3,t,807,nil,0,t
139,2,128,3,t,973,t,0,nil
139,3,1,5,t,879,nil,0,t
139,3,2,6,t,1426,nil,100,nil
139,3,3,3,t,1342,nil,0,nil
139,3,4,1,t,755,nil,0,t
139,3,5,13,t,1193,nil,100,t
139,3,6,11,t,673,nil,0,t
139,3,7,8,t,1069,nil,0,nil
139,3,8,3,t,1249,nil,150,t
139,3,9,13,t,921,nil,150,t
139,3,10,1,t,1596,nil,150,nil
139,3,11,2,t,1125,nil,150,t
139,3,12,3,t,926,nil,100,nil
139,3,13,6,t,949,nil,50,t
139,3,14,11,t,1081,nil,100,t
139,3,15,7,t,911,nil,50,nil
139,3,16,12,t,1071,nil,0,nil
139,3,17,10,t,971,nil,0,t
139,3,18,14,t,1403,nil,100,t
139,3,19,16,t,802,nil,100,t
139,3,20,9,t,953,nil,100,nil
139,3,21,4,t,1364,nil,100,nil
139,3,22,15,t,883,nil,0,t
139,3,23,3,t,1772,nil,50,t
139,3,24,11,t,1445,nil,100,nil
139,3,25,11,t,1954,nil,50,nil
139,3,26,11,t,1252,nil,50,t
139,3,27,13,t,2441,nil,50,nil
139,3,28,1,t,1305,nil,0,nil
139,3,29,15,t,2052,nil,100,nil
139,3,30,6,t,1330,nil,150,t
139,3,31,2,t,1175,nil,100,t
139,3,32,5,t,771,nil,100,t
139,3,33,3,t,1266,nil,150,nil
139,3,34,9,t,978,nil,100,t
139,3,35,12,t,608,nil,0,t
139,3,36,6,t,911,nil,50,nil
139,3,37,13,t,731,nil,50,t
139,3,38,12,t,609,nil,100,t
139,3,39,15,t,997,nil,100,t
139,3,40,13,t,500,nil,0,t
139,3,41,9,t,752,nil,50,nil
139,3,42,16,t,926,nil,100,nil
139,3,43,7,t,684,nil,100,nil
139,3,44,14,t,611,nil,0,t
139,3,45,10,t,950,nil,100,t
139,3,46,13,t,580,nil,0,nil
139,3,47,5,t,2070,nil,150,nil
139,3,48,6,t,1532,nil,150,nil
139,3,49,2,t,1023,nil,50,t
139,3,50,2,t,1104,nil,100,nil
139,3,51,1,t,1475,nil,100,t
139,3,52,6,t,906,nil,100,t
139,3,53,2,t,784,nil,0,nil
139,3,54,12,t,3670,nil,150,nil
139,3,55,7,t,1603,nil,150,t
139,3,56,4,t,1341,nil,50,t
139,3,57,9,t,713,nil,50,t
139,3,58,2,t,562,nil,0,t
139,3,59,13,t,2148,nil,100,nil
139,3,60,14,t,689,nil,0,nil
139,3,61,15,t,962,nil,50,nil
139,3,62,16,nil,1258,t,150,t
139,3,63,3,t,793,nil,0,t
139,3,64,10,t,1288,nil,100,nil
139,3,65,11,t,1662,nil,150,t
139,3,66,14,t,1575,nil,50,nil
139,3,67,16,t,732,nil,0,t
139,3,68,1,t,1505,nil,100,nil
139,3,69,14,t,1572,nil,100,nil
139,3,70,8,t,24115,t,100,nil
139,3,71,3,nil,11978,t,100,t
139,3,72,16,t,1331,nil,50,t
139,3,73,13,t,8249,t,150,nil
139,3,74,2,t,8580,t,150,nil
139,3,75,10,t,11792,t,150,nil
139,3,76,8,t,2717,nil,50,t
139,3,77,9,t,4769,nil,150,t
139,3,78,4,nil,6412,t,100,t
139,3,79,5,t,4756,nil,150,t
139,3,80,5,t,3078,nil,50,t
139,3,81,8,t,773,nil,0,t
139,3,82,6,t,777,nil,0,nil
139,3,83,5,t,6091,t,100,nil
139,3,84,10,t,2010,nil,0,nil
139,3,85,14,t,1219,nil,50,t
139,3,86,7,t,954,nil,50,t
139,3,87,4,t,1298,nil,50,nil
139,3,88,14,t,3770,nil,150,nil
139,3,89,15,t,1192,nil,0,nil
139,3,90,5,t,1124,nil,50,nil
139,3,91,10,t,1421,nil,50,nil
139,3,92,1,t,2932,nil,150,t
139,3,93,4,t,3359,nil,150,nil
139,3,94,12,t,1418,nil,50,t
139,3,95,9,t,790,nil,0,nil
139,3,96,3,t,1440,nil,50,nil
139,3,97,7,t,1228,nil,100,t
139,3,98,12,t,1448,nil,100,nil
139,3,99,16,nil,2372,t,50,nil
139,3,100,2,t,2960,nil,50,nil
139,3,101,9,t,24600,t,150,nil
139,3,102,15,t,2138,nil,50,t
139,3,103,12,t,3552,nil,150,t
139,3,104,16,t,8465,t,150,nil
139,3,105,8,t,2002,nil,100,t
139,3,106,8,t,1631,nil,50,nil
139,3,107,12,t,2199,nil,50,nil
139,3,108,9,t,1387,nil,0,t
139,3,109,7,t,2947,nil,150,nil
139,3,110,10,t,1681,nil,50,t
139,3,111,16,t,877,nil,0,nil
139,3,112,15,t,1399,nil,150,t
139,3,113,7,t,732,nil,0,nil
139,3,114,7,t,994,nil,0,t
139,3,115,8,t,7396,t,150,nil
139,3,116,4,t,1146,nil,0,nil
139,3,117,1,t,1546,nil,50,nil
139,3,118,11,t,1181,nil,0,nil
139,3,119,4,nil,2751,t,150,t
139,3,120,4,t,1600,nil,0,t
139,3,121,1,t,1661,nil,50,t
139,3,122,11,t,7552,t,150,nil
139,3,123,8,t,3334,nil,150,t
139,3,124,14,t,4016,nil,150,t
139,3,125,10,t,3272,nil,150,t
139,3,126,6,t,614,nil,0,t
139,3,127,15,t,3805,nil,150,nil
139,3,128,5,t,2251,t,0,nil
139,4,1,2,t,1337,nil,100,t
139,4,2,11,t,1914,nil,100,t
139,4,3,9,t,1236,nil,50,t
139,4,4,13,t,1405,nil,150,t
139,4,5,11,t,1072,nil,0,nil
139,4,6,9,t,1747,nil,0,nil
139,4,7,7,t,1639,nil,150,t
139,4,8,13,t,1736,nil,150,nil
139,4,9,1,t,1313,nil,150,t
139,4,10,4,t,1076,nil,100,nil
139,4,11,4,t,1032,nil,150,nil
139,4,12,16,t,955,nil,100,nil
139,4,13,9,t,1629,nil,100,nil
139,4,14,9,t,1521,nil,150,nil
139,4,15,5,t,1757,nil,50,nil
139,4,16,1,t,1359,nil,100,nil
139,4,17,6,t,1324,nil,100,t
139,4,18,12,t,2297,nil,100,nil
139,4,19,15,t,2166,nil,150,t
139,4,20,8,t,1701,nil,100,t
139,4,21,4,t,1297,nil,50,t
139,4,22,1,t,1634,nil,150,nil
139,4,23,10,t,1144,nil,0,nil
139,4,24,10,t,1588,nil,150,t
139,4,25,1,t,2634,nil,50,t
139,4,26,14,t,3446,nil,100,nil
139,4,27,7,t,2115,nil,100,nil
139,4,28,2,t,1091,nil,0,t
139,4,29,14,t,1915,nil,50,nil
139,4,30,3,t,1017,nil,50,t
139,4,31,8,t,981,nil,150,nil
139,4,32,3,t,1220,nil,150,t
139,4,33,10,t,1482,nil,50,t
139,4,34,16,t,728,nil,50,nil
139,4,35,15,t,1285,nil,50,nil
139,4,36,4,t,717,nil,0,t
139,4,37,5,t,1155,nil,100,t
139,4,38,1,t,686,nil,50,nil
139,4,39,10,t,1039,nil,100,nil
139,4,40,15,t,1511,nil,0,nil
139,4,41,7,t,799,nil,0,t
139,4,42,8,t,1079,nil,0,nil
139,4,43,14,t,1326,nil,50,t
139,4,44,14,t,1110,nil,0,nil
139,4,45,4,t,813,nil,0,nil
139,4,46,12,t,1045,nil,100,t
139,4,47,15,t,1429,nil,50,t
139,4,48,9,t,605,nil,0,t
139,4,49,9,t,955,nil,150,t
139,4,50,14,t,4267,nil,150,t
139,4,51,2,t,2007,nil,150,t
139,4,52,5,t,2821,nil,150,nil
139,4,53,12,t,1232,nil,50,t
139,4,54,5,t,3339,nil,150,t
139,4,55,7,t,2406,nil,100,t
139,4,56,7,t,1003,nil,50,t
139,4,57,3,t,1106,nil,0,t
139,4,58,9,t,884,nil,50,nil
139,4,59,1,t,1856,nil,100,t
139,4,60,6,t,998,nil,50,t
139,4,61,6,t,992,nil,50,nil
139,4,62,15,t,2144,nil,150,nil
139,4,63,13,t,831,nil,50,t
139,4,64,14,t,800,nil,0,t
139,4,65,2,t,972,nil,0,nil
139,4,66,13,t,1482,nil,50,nil
139,4,67,13,t,834,nil,0,nil
139,4,68,8,t,1874,nil,100,nil
139,4,69,12,t,1719,nil,150,t
139,4,70,2,t,874,nil,50,nil
139,4,71,1,t,727,nil,0,nil
139,4,72,8,t,1161,nil,150,t
139,4,73,6,t,1003,nil,0,nil
139,4,74,3,t,2955,nil,100,t
139,4,75,1,t,790,nil,0,t
139,4,76,16,t,996,nil,50,t
139,4,77,14,t,1711,nil,150,nil
139,4,78,7,t,2706,nil,150,nil
139,4,79,15,t,1623,nil,100,t
139,4,80,7,t,892,nil,0,nil
139,4,81,3,t,861,nil,0,nil
139,4,82,12,t,977,nil,0,nil
139,4,83,16,t,691,nil,0,t
139,4,84,5,t,938,nil,50,t
139,4,85,11,t,550,nil,0,t
139,4,86,11,t,606,nil,50,t
139,4,87,15,t,1553,nil,100,nil
139,4,88,6,t,746,nil,0,t
139,4,89,8,t,928,nil,50,t
139,4,90,2,t,1766,nil,150,nil
139,4,91,4,t,3127,nil,150,t
139,4,92,4,t,1787,nil,50,nil
139,4,93,10,t,1783,nil,150,nil
139,4,94,9,t,1779,nil,100,t
139,4,95,13,t,730,nil,0,t
139,4,96,10,t,826,nil,50,nil
139,4,97,2,t,1401,nil,50,t
139,4,98,11,t,732,nil,50,nil
139,4,99,16,t,1891,nil,150,t
139,4,100,3,t,2073,nil,100,nil
139,4,101,13,t,1344,nil,100,t
139,4,102,8,t,885,nil,0,t
139,4,103,16,t,666,nil,0,nil
139,4,104,11,t,2709,nil,150,t
139,4,105,3,t,1501,nil,150,nil
139,4,106,10,t,2224,nil,100,t
139,4,107,16,t,1542,nil,150,nil
139,4,108,15,t,985,nil,0,t
139,4,109,13,t,1199,nil,100,nil
139,4,110,12,t,1024,nil,150,nil
139,4,111,5,t,1057,nil,0,t
139,4,112,3,t,889,nil,50,nil
139,4,113,6,t,5493,nil,150,t
139,4,114,2,t,2358,nil,100,nil
139,4,115,12,t,882,nil,0,t
139,4,116,10,t,1420,nil,0,t
139,4,117,12,t,3044,nil,50,nil
139,4,118,6,t,2957,nil,150,nil
139,4,119,8,t,2669,nil,50,nil
139,4,120,7,t,1941,nil,50,nil
139,4,121,11,t,7050,t,150,nil
139,4,122,4,t,1656,nil,100,t
139,4,123,5,t,784,nil,0,nil
139,4,124,5,t,1672,nil,100,nil
139,4,125,11,t,3388,nil,100,nil
