Subject,Block_number,Trial_number,Abs_ref_stim,Resp_Correct,RT,out,angle,same
108,3,59,7,t,990,nil,50,t
108,3,60,14,t,1389,nil,100,nil
108,3,61,13,t,633,nil,0,nil
108,3,62,16,t,1169,nil,100,nil
108,3,63,6,t,2022,nil,150,nil
108,3,64,13,t,1239,nil,100,t
108,3,65,3,t,1886,nil,150,nil
108,3,66,4,t,776,nil,0,nil
108,3,67,2,t,3787,t,50,nil
108,3,68,13,t,1637,nil,150,t
108,3,69,15,t,509,nil,0,t
108,3,70,11,t,1882,t,50,nil
108,3,71,7,t,1390,nil,100,t
108,3,72,3,t,760,t,0,t
108,3,73,15,t,1109,nil,100,nil
108,3,74,11,t,936,nil,0,nil
108,3,75,9,t,1120,nil,50,nil
108,3,76,11,t,1628,nil,100,nil
108,3,77,1,t,961,nil,0,nil
108,3,78,12,t,1101,nil,0,nil
108,3,79,8,t,1137,nil,100,nil
108,3,80,11,t,2030,nil,100,t
108,3,81,6,t,1943,nil,50,nil
108,3,82,1,t,1037,nil,100,nil
108,3,83,13,t,1137,nil,50,nil
108,3,84,12,t,1028,nil,0,t
108,3,85,11,t,967,nil,0,t
108,3,86,1,t,1387,nil,0,t
108,3,87,8,t,808,nil,50,t
108,3,88,10,t,1291,nil,100,nil
108,3,89,14,t,2014,nil,100,t
108,3,90,1,t,1701,t,50,nil
108,3,91,4,t,1471,nil,150,t
108,3,92,9,t,2701,t,100,nil
108,3,93,5,t,1396,t,0,t
108,3,94,4,t,1127,nil,100,t
108,3,95,3,t,976,nil,100,t
108,3,96,7,t,2263,nil,150,nil
108,3,97,2,t,919,nil,0,t
108,3,98,9,t,794,nil,0,nil
108,3,99,16,t,2856,t,150,t
108,3,100,12,t,3279,nil,150,nil
108,3,101,5,t,2324,nil,150,nil
108,3,102,6,t,1099,nil,50,t
108,3,103,2,t,3259,nil,100,t
108,3,104,5,t,750,nil,50,t
108,3,105,12,t,1553,nil,150,t
108,3,106,6,t,877,nil,0,nil
108,3,107,2,t,981,nil,0,nil
108,3,108,9,t,1407,nil,0,t
108,3,109,14,t,1014,nil,50,t
108,3,110,7,t,1720,nil,50,nil
108,3,111,12,t,3022,nil,50,t
108,3,112,11,t,2372,nil,150,nil
108,3,113,6,t,748,nil,0,t
108,3,114,14,t,1499,nil,150,t
108,3,115,10,t,1987,nil,100,t
108,3,116,3,t,1254,nil,100,nil
108,3,117,7,t,1442,nil,100,nil
108,3,118,8,t,1323,nil,0,nil
108,3,119,13,t,2065,nil,150,nil
108,3,120,7,t,832,t,0,nil
108,3,121,10,t,1245,nil,150,t
108,3,122,4,t,1405,nil,100,nil
108,3,123,12,t,2363,t,100,t
108,3,124,5,t,804,nil,150,t
108,3,125,16,t,984,nil,50,nil
108,3,126,10,t,806,t,0,nil
108,3,127,15,t,913,nil,50,nil
108,3,128,16,t,845,t,50,t
108,4,1,7,t,1646,nil,100,nil
108,4,2,16,t,2491,nil,150,nil
108,4,3,14,t,1355,nil,100,t
108,4,4,5,t,1314,nil,100,nil
108,4,5,1,t,1730,nil,150,t
108,4,6,8,t,753,nil,0,t
108,4,7,1,t,988,nil,50,nil
108,4,8,4,t,1774,nil,150,nil
108,4,9,11,t,1861,nil,150,nil
108,4,10,1,t,1715,nil,150,nil
108,4,11,13,t,1112,nil,0,t
108,4,12,14,t,748,nil,0,t
108,4,13,2,t,886,nil,50,nil
108,4,14,9,t,1122,nil,150,t
108,4,15,3,t,973,nil,150,t
108,4,16,6,t,1148,nil,100,t
108,4,17,13,t,1606,nil,100,nil
108,4,18,4,t,1255,nil,50,nil
108,4,19,10,t,2062,nil,100,nil
108,4,20,2,t,1278,nil,100,nil
108,4,21,4,t,1632,nil,150,t
108,4,22,6,t,1123,nil,50,t
108,4,23,4,t,840,nil,50,t
108,4,24,2,t,870,nil,100,t
108,4,25,3,t,660,nil,50,t
108,4,26,8,t,1896,nil,100,nil
108,4,27,5,t,887,nil,50,nil
108,4,28,9,t,1219,nil,100,nil
108,4,29,5,t,1657,nil,150,t
108,4,30,6,t,1428,nil,0,t
108,4,31,15,t,1088,nil,100,t
108,4,32,3,t,841,nil,50,nil
108,4,33,3,t,1741,nil,100,t
108,4,34,16,t,891,nil,50,nil
108,4,35,16,t,2177,t,100,nil
108,4,36,16,t,1197,nil,150,t
108,4,37,8,t,987,nil,50,t
108,4,38,10,t,876,nil,0,t
108,4,39,12,t,2578,t,100,t
108,4,40,9,t,3687,t,150,nil
108,4,41,9,t,862,nil,0,nil
108,4,42,12,t,1086,nil,50,t
108,4,43,12,t,1246,nil,150,t
108,4,44,13,t,2132,t,50,t
108,4,45,2,t,1912,nil,150,t
108,4,46,10,t,1787,nil,100,t
108,4,47,15,t,680,nil,0,t
108,4,48,1,t,3806,t,100,nil
108,4,49,1,t,1235,nil,100,t
108,4,50,8,t,881,nil,0,nil
108,4,51,11,t,1265,nil,0,nil
108,4,52,10,t,1409,nil,0,nil
108,4,53,9,t,2754,nil,50,nil
108,4,54,13,t,1240,nil,100,t
108,4,55,14,t,861,nil,0,nil
108,4,56,12,t,2064,nil,150,nil
108,4,57,5,t,804,nil,0,nil
108,4,58,16,t,840,nil,0,nil
108,4,59,10,t,1589,nil,150,nil
108,4,60,14,t,1468,t,50,t
108,4,61,5,t,863,nil,100,t
108,4,62,7,t,628,t,0,t
108,4,63,3,t,1277,nil,150,nil
108,4,64,8,t,3082,nil,100,t
108,4,65,7,t,1679,nil,50,t
108,4,66,14,t,1649,nil,150,nil
108,4,67,12,t,709,nil,0,t
108,4,68,15,t,1800,nil,150,t
108,4,69,1,t,1345,nil,50,t
108,4,70,15,t,827,nil,50,t
108,4,71,10,t,942,nil,50,t
108,4,72,11,t,2351,nil,100,nil
108,4,73,11,t,1074,t,0,t
108,4,74,16,t,705,t,100,t
108,4,75,16,t,633,nil,0,t
108,4,76,2,t,712,nil,0,nil
108,4,77,1,t,959,nil,0,nil
108,4,78,2,t,2895,nil,150,nil
108,4,79,15,t,934,nil,0,nil
108,4,80,6,t,2581,t,0,nil
108,4,81,1,t,1700,nil,0,t
108,4,82,7,t,1817,nil,150,t
108,4,83,13,t,1396,nil,150,nil
108,4,84,13,t,985,t,150,t
108,4,85,8,t,1836,t,150,t
108,4,86,12,t,1108,nil,0,nil
108,4,87,9,t,1053,nil,100,t
108,4,88,2,t,970,nil,50,t
108,4,89,6,t,1926,nil,150,nil
108,4,90,12,t,2681,nil,100,nil
108,4,91,7,t,1520,nil,150,nil
108,4,92,3,t,818,nil,0,t
108,4,93,13,t,675,nil,0,nil
108,4,94,4,t,1085,nil,100,t
108,4,95,12,t,1348,nil,50,nil
108,4,96,3,t,1504,t,100,nil
108,4,97,5,t,1888,nil,50,t
108,4,98,8,t,1285,nil,150,nil
108,4,99,9,t,645,nil,0,t
108,4,100,10,t,2227,nil,150,t
108,4,101,11,t,1404,nil,50,nil
108,4,102,14,t,999,nil,50,nil
108,4,103,5,t,1442,nil,150,nil
108,4,104,10,t,1185,nil,50,nil
108,4,105,11,t,2543,nil,100,t
108,4,106,11,t,1330,nil,50,t
108,4,107,15,t,907,nil,50,nil
108,4,108,6,t,927,nil,50,nil
108,4,109,2,t,1129,nil,0,t
108,4,110,7,t,879,nil,0,nil
108,4,111,7,t,1086,nil,50,nil
108,4,112,11,t,1946,nil,150,t
108,4,113,3,t,903,nil,0,nil
108,4,114,14,t,1598,nil,100,nil
108,4,115,8,t,2193,nil,50,nil
108,4,116,15,t,2076,nil,100,nil
108,4,117,16,t,1076,nil,50,t
108,4,118,6,t,1611,nil,100,nil
108,4,119,15,t,4453,t,150,nil
108,4,120,7,t,1255,nil,100,t
108,4,121,4,t,835,nil,0,t
108,4,122,4,t,745,nil,0,nil
108,4,123,4,t,1623,nil,100,nil
108,4,124,14,t,2103,t,150,t
108,4,125,6,t,1180,nil,150,t
108,4,126,13,t,1179,nil,50,nil
108,4,127,5,t,1070,nil,0,t
108,4,128,9,t,2008,t,50,t
108,5,1,7,t,1005,t,50,t
108,5,2,12,t,593,nil,50,t
108,5,3,1,t,834,t,100,t
108,5,4,6,t,1248,nil,150,nil
108,5,5,15,t,713,t,0,t
108,5,6,10,t,729,nil,50,t
108,5,7,7,t,599,nil,0,t
108,5,8,4,t,798,nil,50,t
108,5,9,15,t,625,nil,50,t
108,5,10,11,t,1302,nil,150,nil
108,5,11,8,t,1831,nil,50,nil
108,5,12,7,t,1192,nil,50,nil
108,5,13,16,t,2162,nil,100,t
108,5,14,9,t,1814,nil,100,t
108,5,15,6,t,960,nil,100,nil
108,5,16,1,t,823,nil,0,t
108,5,17,10,t,1549,nil,100,t
108,5,18,8,t,1038,nil,100,nil
108,5,19,7,t,3145,t,150,nil
108,5,20,15,t,3727,t,100,t
108,5,21,5,t,1283,nil,50,nil
108,5,22,7,t,815,nil,100,t
108,5,23,8,t,787,nil,0,nil
108,5,24,5,t,1001,nil,100,nil
108,5,25,10,t,995,nil,0,nil
108,5,26,3,t,1768,nil,100,t
108,5,27,14,t,772,nil,0,nil
108,5,28,2,t,2425,t,50,t
108,5,29,15,t,3457,t,100,nil
108,5,30,11,t,3405,t,100,t
108,5,31,6,t,3066,nil,100,t
108,5,32,12,t,1932,t,0,nil
108,5,33,16,t,958,nil,50,t
108,5,34,8,t,909,nil,0,t
108,5,35,9,t,1178,nil,50,nil
108,5,36,8,t,3629,t,150,nil
108,5,37,1,t,1909,t,100,nil
108,5,38,12,t,1670,nil,100,nil
108,5,39,1,t,2636,t,50,nil
108,5,40,10,t,2022,nil,150,nil
108,5,41,9,t,2284,t,0,nil
108,5,42,12,t,985,nil,0,t
108,5,43,3,t,802,nil,50,t
108,5,44,2,t,693,nil,0,nil
108,5,45,12,t,1344,nil,100,t
108,5,46,14,t,1020,t,150,t
108,5,47,13,t,1392,nil,100,nil
108,5,48,5,t,969,nil,100,t
108,5,49,5,t,666,nil,0,t
108,5,50,13,t,677,nil,50,t
108,5,51,11,t,1560,nil,150,t
108,5,52,1,t,760,t,0,nil
108,5,53,2,t,1839,nil,100,nil
108,5,54,9,t,2148,t,50,t
108,5,55,3,t,2040,nil,150,nil
108,5,56,10,t,1959,t,50,nil
108,5,57,4,t,1457,nil,100,t
108,5,58,3,t,831,nil,50,nil
108,5,59,4,t,1058,nil,150,t
108,5,60,15,t,954,nil,50,nil
108,5,61,4,t,1060,t,50,nil
108,5,62,3,t,672,nil,0,t
108,5,63,10,t,1289,nil,100,nil
108,5,64,14,t,877,nil,50,nil
108,5,65,4,t,853,nil,0,t
108,5,66,13,t,656,t,0,nil
108,5,67,5,t,1901,t,150,t
108,5,68,1,t,3104,t,150,nil
108,5,69,16,t,1149,nil,50,nil
108,5,70,7,t,2915,nil,150,t
108,5,71,2,t,2097,nil,150,nil
108,5,72,2,t,1746,t,150,t
108,5,73,13,t,805,nil,50,nil
108,5,74,8,t,1448,nil,150,t
108,5,75,12,t,757,nil,50,nil
108,5,76,16,t,649,nil,0,t
108,5,77,9,t,1139,nil,150,t
108,5,78,2,t,2789,nil,100,t
108,5,79,9,t,1047,nil,100,nil
108,5,80,4,t,1201,t,150,nil
108,5,81,9,t,1070,nil,0,t
108,5,82,16,t,687,nil,0,nil
108,5,83,9,t,1975,nil,150,nil
108,5,84,15,t,920,nil,0,nil
108,5,85,6,t,1411,nil,150,t
108,5,86,6,t,1231,t,50,nil
108,5,87,15,t,1595,t,150,t
108,5,88,1,t,2249,t,150,t
108,5,89,2,t,784,nil,50,nil
108,5,90,6,t,1838,nil,0,nil
108,5,91,11,t,4911,t,0,nil
108,5,92,14,t,2422,t,100,nil
108,5,93,8,t,1860,nil,100,t
108,5,94,8,t,880,nil,50,t
108,5,95,4,t,662,nil,0,nil
108,5,96,15,t,1106,nil,150,nil
108,5,97,14,t,1036,nil,0,t
108,5,98,14,t,639,nil,50,t
108,5,99,5,t,774,nil,50,t
108,5,100,13,t,1135,nil,150,t
108,5,101,11,t,596,nil,0,t
108,5,102,13,nil,1130,t,150,nil
108,5,103,11,t,966,nil,50,nil
108,5,104,12,t,1133,nil,150,t
108,5,105,10,t,647,nil,0,t
108,5,106,11,t,1212,nil,100,nil
108,5,107,12,t,1581,t,150,nil
108,5,108,5,t,2047,nil,150,nil
108,5,109,16,t,1217,nil,150,nil
108,5,110,6,t,1195,nil,50,t
108,5,111,4,t,1337,nil,100,nil
108,5,112,6,t,624,nil,0,t
108,5,113,13,t,818,nil,100,t
108,5,114,5,t,800,nil,0,nil
108,5,115,14,t,1467,nil,150,nil
108,5,116,14,t,1889,nil,100,t
108,5,117,13,t,868,nil,0,t
108,5,118,7,t,1261,nil,100,nil
108,5,119,10,t,938,nil,150,t
108,5,120,7,t,1427,nil,0,nil
108,5,121,2,t,854,nil,0,t
108,5,122,3,t,1003,nil,100,nil
108,5,123,11,t,692,nil,50,t
108,5,124,3,t,1309,t,150,t
108,5,125,16,t,1321,nil,100,nil
108,5,126,1,t,1415,nil,50,t
108,5,127,16,t,806,nil,150,t
108,5,128,3,t,738,t,0,nil
108,6,1,4,t,2068,t,50,nil
108,6,2,15,t,1267,nil,100,t
108,6,3,14,t,1880,t,150,t
108,6,4,13,t,1389,nil,150,t
108,6,5,5,t,3485,t,50,t
108,6,6,16,t,1193,nil,150,nil
108,6,7,5,t,2402,nil,100,nil
108,6,8,3,t,1757,nil,150,t
108,6,9,7,t,1154,t,100,nil
108,6,10,7,t,2957,t,150,t
108,6,11,13,t,814,nil,0,t
108,6,12,16,t,863,t,50,nil
108,6,13,8,t,2378,nil,100,nil
108,6,14,14,t,1382,nil,100,t
108,6,15,6,t,1086,nil,150,t
108,6,16,8,t,1137,nil,150,t
108,6,17,2,t,2077,nil,100,nil
108,6,18,14,t,1890,nil,150,nil
108,6,19,8,t,1263,nil,150,nil
108,6,20,11,t,1489,nil,150,t
108,6,21,2,t,541,nil,0,t
108,6,22,15,t,1141,t,50,t
108,6,23,5,t,1056,t,50,nil
108,6,24,8,t,1025,nil,0,t
108,6,25,14,t,1435,nil,100,nil
108,6,26,5,t,2639,nil,150,nil
108,6,27,1,t,1970,nil,0,t
108,6,28,16,t,1345,nil,150,t
108,6,29,7,t,659,nil,50,t
108,6,30,12,t,823,t,0,nil
108,6,31,6,t,936,t,0,nil
108,6,32,3,t,1112,t,50,nil
108,6,33,2,t,1492,nil,50,nil
108,6,34,9,t,1075,t,50,t
108,6,35,12,t,913,t,50,t
108,6,36,13,t,1017,t,100,t
108,6,37,7,t,1180,nil,50,nil
108,6,38,11,t,1409,nil,50,t
108,6,39,8,t,864,t,0,nil
108,6,40,6,t,1121,nil,50,nil
108,6,41,14,t,1125,nil,50,t
108,6,42,4,t,884,nil,0,t
108,6,43,16,t,1010,nil,50,t
108,6,44,8,t,1096,nil,50,nil
108,6,45,16,t,1523,nil,100,nil
108,6,46,14,t,732,nil,0,t
108,6,47,15,t,1014,t,50,nil
108,6,48,2,t,906,nil,100,t
108,6,49,2,t,1244,nil,150,t
108,6,50,16,t,759,nil,0,nil
108,6,51,10,t,4669,t,150,nil
108,6,52,3,t,1892,nil,150,nil
108,6,53,15,t,2883,nil,150,nil
108,6,54,11,t,2112,nil,150,nil
108,6,55,9,t,7090,t,150,t
108,6,56,15,t,3371,t,100,nil
108,6,57,7,t,2830,nil,150,nil
108,6,58,6,t,3603,t,150,nil
108,6,59,3,t,2561,nil,100,t
108,6,60,15,t,1318,nil,0,nil
108,6,61,1,t,2454,nil,50,t
108,6,62,1,t,2399,nil,100,nil
108,6,63,6,t,2092,nil,100,nil
108,6,64,3,t,1141,nil,0,t
108,6,65,9,t,816,nil,0,t
108,6,66,10,t,802,nil,50,t
108,6,67,5,t,684,nil,0,nil
108,6,68,11,t,1392,nil,100,t
108,6,69,2,t,1194,nil,150,nil
108,6,70,1,t,1250,nil,150,nil
108,6,71,12,t,2416,nil,150,t
108,6,72,11,nil,1455,t,100,nil
108,6,73,1,t,851,nil,0,nil
108,6,74,10,t,662,nil,0,t
108,6,75,9,t,747,nil,0,nil
108,6,76,16,t,1651,nil,0,t
108,6,77,9,t,967,nil,100,nil
108,6,78,5,t,937,nil,0,t
108,6,79,16,t,1543,t,100,t
108,6,80,13,t,673,nil,50,t
108,6,81,11,t,652,nil,0,nil
108,6,82,5,t,1361,nil,100,t
108,6,83,13,t,708,nil,0,nil
108,6,84,4,t,1165,nil,0,nil
108,6,85,15,t,659,nil,0,t
108,6,86,4,t,1323,nil,150,t
108,6,87,4,t,1180,nil,100,t
108,6,88,6,t,1038,nil,100,t
108,6,89,9,t,1184,nil,50,nil
108,6,90,14,t,1044,nil,50,nil
108,6,91,1,t,1260,nil,50,nil
108,6,92,3,t,654,t,0,nil
108,6,93,4,t,1446,nil,150,nil
108,6,94,2,t,2599,nil,50,t
108,6,95,9,t,1579,nil,150,nil
108,6,96,1,t,819,nil,100,t
108,6,97,14,t,855,nil,0,nil
108,6,98,8,t,1165,nil,50,t
108,6,99,11,t,1649,t,50,nil
108,6,100,13,t,1149,t,50,nil
108,6,101,2,t,771,t,0,nil
108,6,102,12,t,1156,t,50,nil
108,6,103,12,t,1029,t,0,t
108,6,104,12,t,2410,t,100,nil
108,6,105,12,t,1809,t,150,nil
108,6,106,9,t,949,t,100,t
108,6,107,3,t,2066,t,50,t
108,6,108,13,t,1361,t,150,nil
108,6,109,10,t,742,t,0,nil
108,6,110,11,t,1085,t,0,t
108,6,111,12,t,1382,t,100,t
108,6,112,10,t,1295,t,100,nil
108,6,113,7,t,1439,t,0,nil
108,6,114,10,t,2095,t,150,t
108,6,115,8,t,1011,t,100,t
108,6,116,3,t,1147,t,100,nil
108,6,117,7,t,730,t,0,t
108,6,118,5,t,1853,t,150,t
108,6,119,6,t,704,t,0,t
108,6,120,10,t,1268,t,100,t
108,6,121,6,t,1386,t,50,t
108,6,122,4,t,1402,t,50,t
108,6,123,1,t,1383,t,150,t
108,6,124,13,t,2510,t,100,nil
108,6,125,15,t,1258,t,150,t
108,6,126,10,t,2037,t,50,nil
108,6,127,7,t,1896,t,100,t
108,6,128,4,t,2191,t,100,nil
110,1,1,5,nil,13435,t,100,nil
110,1,2,14,t,2108,t,50,t
110,1,3,6,t,6366,t,50,nil
110,1,4,9,t,10288,t,150,nil
110,1,5,2,t,4083,t,100,t
110,1,6,7,t,2938,t,50,nil
110,1,7,2,t,3695,t,150,t
110,1,8,16,t,9137,t,150,nil
110,1,9,3,t,4800,t,150,t
110,1,10,10,t,4400,t,100,t
110,1,11,12,t,6585,t,100,nil
110,1,12,4,t,5869,t,150,nil
110,1,13,15,t,6924,t,50,t
110,1,14,15,t,4321,nil,50,nil
110,1,15,3,t,4121,nil,150,nil
110,1,16,9,t,3223,nil,0,nil
110,1,17,13,t,3333,nil,50,nil
110,1,18,13,t,2223,nil,50,t
110,1,19,16,t,1644,nil,0,t
110,1,20,10,t,10091,t,150,nil
110,1,21,14,t,5919,t,50,nil
110,1,22,3,t,3804,nil,50,nil
110,1,23,14,nil,4702,t,150,t
110,1,24,6,t,6128,t,150,nil
110,1,25,7,t,3627,nil,100,t
110,1,26,6,t,1525,nil,50,t
110,1,27,1,nil,4799,t,100,nil
110,1,28,5,t,5798,nil,150,nil
110,1,29,11,t,14944,t,100,nil
110,1,30,13,t,1587,nil,0,nil
110,1,31,4,t,3203,nil,150,t
110,1,32,8,t,4028,nil,100,nil
110,1,33,12,t,1420,nil,0,nil
110,1,34,16,t,12178,t,50,nil
110,1,35,6,t,1973,nil,100,nil
110,1,36,5,t,1873,nil,50,t
110,1,37,12,t,1568,nil,100,t
110,1,38,14,t,5615,nil,100,nil
110,1,39,15,t,7903,t,150,t
110,1,40,5,t,4283,nil,150,t
110,1,41,9,t,1362,nil,50,t
110,1,42,11,nil,3533,t,100,t
110,1,43,4,t,7065,t,100,nil
110,1,44,12,t,4001,nil,150,nil
110,1,45,1,t,2416,nil,50,nil
110,1,46,4,t,1182,nil,0,nil
110,1,47,2,t,1558,nil,50,t
110,1,48,11,t,1076,nil,50,t
110,1,49,11,t,1399,nil,50,nil
110,1,50,5,t,1195,nil,0,t
110,1,51,16,t,1063,nil,0,nil
110,1,52,7,t,1745,nil,50,t
110,1,53,14,t,1031,nil,0,t
110,1,54,8,t,1294,nil,50,nil
110,1,55,7,t,1102,nil,0,nil
110,1,56,11,t,1306,nil,0,t
110,1,57,14,t,1600,nil,150,nil
110,1,58,12,t,1364,nil,50,nil
110,1,59,1,t,2864,nil,50,t
110,1,60,7,nil,1790,t,150,t
110,1,61,16,t,6919,t,100,nil
110,1,62,9,t,1146,nil,50,nil
110,1,63,13,t,1623,nil,150,nil
110,1,64,4,t,1000,nil,50,nil
110,1,65,12,t,3854,nil,150,t
110,1,66,10,t,1989,nil,50,nil
110,1,67,5,t,3570,nil,100,t
110,1,68,6,nil,4802,t,150,t
110,1,69,9,t,1004,nil,0,t
110,1,70,6,t,953,nil,0,nil
110,1,71,3,t,1183,nil,0,t
110,1,72,14,t,2873,nil,100,t
110,1,73,6,t,791,nil,0,t
110,1,74,3,t,2040,nil,100,nil
110,1,75,9,t,2328,nil,100,t
110,1,76,8,t,863,nil,0,t
110,1,77,8,t,4793,nil,150,nil
110,1,78,3,t,2080,nil,100,t
110,1,79,1,t,3275,nil,150,nil
110,1,80,11,t,3937,nil,150,t
110,1,81,15,t,1841,nil,100,nil
110,1,82,13,t,2345,nil,150,t
110,1,83,13,t,2745,nil,100,t
110,1,84,16,t,4185,nil,150,t
110,1,85,9,t,3631,nil,150,t
110,1,86,8,t,1272,nil,0,nil
110,1,87,10,t,2987,nil,150,t
110,1,88,3,t,970,nil,0,nil
110,1,89,12,t,1102,nil,50,t
110,1,90,1,t,885,nil,0,nil
110,1,91,10,t,1024,nil,0,nil
110,1,92,15,t,1271,nil,0,t
110,1,93,11,t,3750,nil,150,nil
110,1,94,16,t,4809,nil,50,t
110,1,95,2,nil,6414,t,100,nil
110,1,96,5,t,2660,nil,50,nil
110,1,97,4,t,827,nil,0,t
110,1,98,8,t,1217,nil,50,t
110,1,99,13,t,663,nil,0,t
110,1,100,15,t,1002,nil,0,nil
110,1,101,2,t,757,nil,0,t
110,1,102,10,t,2382,nil,100,nil
110,1,103,3,t,2213,nil,50,t
110,1,104,13,t,2842,nil,100,nil
110,1,105,1,nil,2586,t,100,t
110,1,106,4,t,1307,nil,50,t
110,1,107,2,t,903,nil,0,nil
110,1,108,14,t,1284,nil,0,nil
110,1,109,1,t,1033,nil,0,t
110,1,110,8,nil,5319,t,150,t
110,1,111,10,t,2105,nil,50,t
110,1,112,12,t,632,nil,0,t
110,1,113,8,t,2844,nil,100,t
110,1,114,6,t,1473,nil,100,t
110,1,115,10,t,982,nil,0,t
110,1,116,7,t,2491,nil,100,nil
110,1,117,11,t,1991,nil,0,nil
110,1,118,15,t,1132,nil,100,t
110,1,119,9,t,1977,nil,100,nil
110,1,120,7,t,1174,nil,0,t
110,1,121,2,t,2101,nil,50,nil
110,1,122,4,t,1891,nil,100,t
110,1,123,2,t,1388,nil,150,nil
110,1,124,16,t,1702,nil,100,t
110,1,125,15,t,2510,nil,150,nil
110,1,126,7,nil,2290,t,150,nil
110,1,127,1,t,2732,nil,150,t
110,1,128,5,t,1043,t,0,nil
110,2,1,4,t,1031,nil,0,t
110,2,2,4,t,1592,nil,100,t
110,2,3,14,t,1502,nil,100,nil
110,2,4,15,t,2496,nil,50,nil
110,2,5,10,t,2990,nil,150,t
110,2,6,13,t,863,nil,50,t
110,2,7,15,nil,1564,t,100,t
110,2,8,14,t,1235,nil,50,t
110,2,9,12,t,1163,nil,0,nil
110,2,10,4,t,2369,nil,100,nil
110,2,11,9,t,2840,nil,0,nil
110,2,12,10,t,2787,nil,100,t
110,2,13,10,t,1020,nil,50,t
110,2,14,5,t,3277,nil,100,t
110,2,15,15,t,820,nil,0,t
110,2,16,7,t,891,nil,50,t
110,2,17,15,t,2022,nil,150,nil
110,2,18,5,t,880,nil,0,nil
110,2,19,10,t,2055,nil,50,nil
110,2,20,4,t,4107,nil,150,t
110,2,21,3,t,3016,nil,150,t
110,2,22,12,t,1081,nil,0,t
110,2,23,1,t,1184,nil,50,t
110,2,24,3,t,999,nil,100,t
110,2,25,11,t,780,nil,50,t
110,2,26,7,t,1027,nil,50,nil
110,2,27,9,t,2666,nil,150,t
110,2,28,3,t,3783,nil,150,nil
110,2,29,3,t,11224,t,50,nil
110,2,30,6,t,1264,nil,50,nil
110,2,31,16,t,5771,nil,100,t
110,2,32,8,t,6721,t,150,nil
110,2,33,16,t,1323,nil,50,t
110,2,34,3,t,1052,nil,0,nil
110,2,35,7,t,3303,nil,100,nil
110,2,36,8,t,1638,nil,0,t
110,2,37,14,t,2058,nil,50,nil
110,2,38,8,t,1136,nil,0,nil
110,2,39,2,t,3590,nil,50,nil
110,2,40,7,t,3614,nil,150,nil
110,2,41,2,t,4583,nil,100,t
110,2,42,16,t,1581,nil,0,nil
110,2,43,13,t,5238,nil,100,nil
110,2,44,6,t,2026,nil,50,t
110,2,45,9,t,1223,nil,0,t
110,2,46,5,t,737,nil,0,t
110,2,47,5,t,1075,nil,50,t
110,2,48,1,t,2343,nil,100,t
110,2,49,12,t,1016,nil,50,nil
110,2,50,16,t,5363,nil,150,t
110,2,51,10,t,1902,nil,0,t
110,2,52,14,t,638,nil,0,t
110,2,53,5,t,1665,nil,150,nil
110,2,54,13,t,776,nil,0,t
110,2,55,4,t,1144,nil,50,nil
110,2,56,13,t,1044,nil,0,nil
110,2,57,13,t,2921,nil,100,t
110,2,58,12,t,3833,nil,150,t
110,2,59,10,t,10713,t,100,nil
110,2,60,11,t,2012,nil,50,nil
110,2,61,9,t,2974,nil,100,t
110,2,62,11,t,2723,nil,150,t
110,2,63,12,t,916,nil,50,t
110,2,64,8,t,3599,nil,100,nil
110,2,65,11,t,3197,nil,150,nil
110,2,66,6,t,4080,nil,0,nil
110,2,67,3,t,5180,nil,100,nil
110,2,68,2,t,6905,t,100,nil
110,2,69,9,t,5094,nil,150,nil
110,2,70,1,t,4096,nil,100,nil
110,2,71,14,t,2351,nil,100,t
110,2,72,12,t,3323,nil,150,nil
110,2,73,7,t,5435,nil,100,t
110,2,74,11,t,4498,nil,100,nil
110,2,75,9,t,3336,nil,100,nil
110,2,76,4,t,2396,nil,50,t
110,2,77,1,t,6065,t,150,t
110,2,78,3,t,4092,t,50,t
110,2,79,13,t,1549,nil,50,nil
110,2,80,16,t,1924,nil,50,nil
110,2,81,6,t,4071,nil,150,t
110,2,82,16,t,2785,nil,100,nil
110,2,83,1,t,1970,nil,150,nil
110,2,84,12,t,1118,nil,100,t
110,2,85,8,t,3316,nil,50,nil
110,2,86,7,t,2097,nil,0,nil
110,2,87,15,t,2633,nil,100,nil
110,2,88,15,t,1839,nil,0,nil
110,2,89,2,t,3199,nil,150,t
110,2,90,1,t,1590,nil,50,nil
110,2,91,9,t,2941,nil,50,t
110,2,92,2,t,815,nil,50,t
110,2,93,5,t,1300,nil,150,t
110,2,94,6,t,882,nil,100,t
110,2,95,16,t,1220,nil,0,t
110,2,96,14,t,2049,nil,150,t
110,2,97,15,t,1744,nil,150,t
110,2,98,6,t,1315,nil,100,nil
110,2,99,10,t,2175,nil,150,nil
110,2,100,11,t,2595,nil,0,nil
110,2,101,8,t,3633,nil,50,t
110,2,102,1,nil,989,t,0,nil
110,2,103,1,t,784,nil,0,t
110,2,104,16,t,6438,t,150,nil
110,2,105,13,t,3562,nil,150,nil
110,2,106,3,t,1004,nil,0,t
110,2,107,6,t,769,nil,0,t
110,2,108,2,t,8235,t,150,nil
110,2,109,7,t,3142,nil,150,t
110,2,110,14,t,2577,nil,150,nil
110,2,111,15,t,1588,nil,50,t
110,2,112,8,t,3839,nil,150,t
110,2,113,12,t,2743,nil,100,nil
